Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Sector,Industry,Day Change,Weighted Sector Change,Weighted Industry Change
2011-04-18,53.810001373291016,53.900001525878906,51.68000030517578,52.52999877929688,342500,0,0,CMPR,Miscellaneous,Publishing,-0.023787447710965345,0.0007822992471122731,0.001322632787948381
2011-04-19,52.65999984741211,52.93999862670898,52.16999816894531,52.900001525878906,260800,0,0,CMPR,Miscellaneous,Publishing,0.004557570815841758,-0.002758092811742911,0.0182825027534754
2011-04-20,53.4900016784668,54.41999816894531,53.09000015258789,53.9900016784668,222800,0,0,CMPR,Miscellaneous,Publishing,0.009347541303242892,0.006385822001625872,0.0013736257038366201
2011-04-21,54.119998931884766,54.5099983215332,53.790000915527344,54.38999938964844,486300,0,0,CMPR,Miscellaneous,Publishing,0.004988922082269319,8.095395795085985e-05,-0.0003746997086411904
2011-04-25,54.43000030517578,55.33000183105469,54.34000015258789,54.5,359800,0,0,CMPR,Miscellaneous,Publishing,0.0012860498701405011,0.0024913062159890704,-0.002182222394074024
2011-04-26,54.83000183105469,55.0,53.83000183105469,54.150001525878906,799500,0,0,CMPR,Miscellaneous,Publishing,-0.01240197487629194,0.0010036762024909624,-0.006467191849333719
2011-04-27,54.06999969482422,54.58000183105469,53.130001068115234,53.54999923706055,457500,0,0,CMPR,Miscellaneous,Publishing,-0.009617171457344177,0.0025541123775594623,-0.0034313815537575336
2011-04-28,53.61000061035156,55.5,52.880001068115234,54.29999923706055,930100,0,0,CMPR,Miscellaneous,Publishing,0.012870707309332737,0.029734245513724746,-0.003922880563253324
2011-04-29,52.0,55.060001373291016,51.75,54.400001525878906,1533500,0,0,CMPR,Miscellaneous,Publishing,0.046153875497671276,-0.033751998480928566,0.03383397476450666
2011-05-02,54.79999923706055,56.25,54.68999862670898,55.040000915527344,470600,0,0,CMPR,Miscellaneous,Publishing,0.0043795927337255645,-3.2367594061416104e-05,0.0006750182552370655
2011-05-03,54.77000045776367,54.97999954223633,54.36000061035156,54.86000061035156,362500,0,0,CMPR,Miscellaneous,Publishing,0.0016432381200598121,-0.0044552210155807456,-0.0037628579341991504
2011-05-04,54.790000915527344,54.970001220703125,54.18999862670898,54.45000076293945,393800,0,0,CMPR,Miscellaneous,Publishing,-0.0062055146360024144,-0.001883347675266507,-0.00023345216208550166
2011-05-05,54.119998931884766,54.220001220703125,53.52999877929688,54.02000045776367,260300,0,0,CMPR,Miscellaneous,Publishing,-0.0018477175922887853,0.0047825229895769455,-0.0029024294963122524
2011-05-06,54.27000045776367,54.290000915527344,53.34999847412109,53.63999938964844,254000,0,0,CMPR,Miscellaneous,Publishing,-0.011608643132508187,-0.01043141194056091,-0.007428528987327875
2011-05-09,53.5099983215332,54.0,53.2599983215332,53.900001525878906,183300,0,0,CMPR,Miscellaneous,Publishing,0.007288417428126888,0.007617934597177183,0.00014947804367918018
2011-05-10,54.27000045776367,54.27000045776367,53.130001068115234,53.16999816894531,289800,0,0,CMPR,Miscellaneous,Publishing,-0.020269067247833367,0.011232630429790037,-0.006930434879534208
2011-05-11,53.310001373291016,53.560001373291016,52.54999923706055,52.7400016784668,265100,0,0,CMPR,Miscellaneous,Publishing,-0.01069217182781383,-0.005850904535952643,-0.011463765066450344
2011-05-12,52.75,52.93999862670898,52.560001373291016,52.81999969482422,251800,0,0,CMPR,Miscellaneous,Publishing,0.0013270084326866113,0.00897212363404484,0.003401999706641224
2011-05-13,52.880001068115234,52.880001068115234,52.040000915527344,52.5,121800,0,0,CMPR,Miscellaneous,Publishing,-0.0071861017481023,0.0063917511714035105,-0.0069474614446737035
2011-05-16,52.25,52.59000015258789,50.7599983215332,50.86000061035156,192000,0,0,CMPR,Miscellaneous,Publishing,-0.026602859132027513,-0.009162556930493181,-0.009177741280920344
2011-05-17,50.61000061035156,50.709999084472656,49.560001373291016,49.79999923706055,690900,0,0,CMPR,Miscellaneous,Publishing,-0.016004769087581108,-0.002441229910671456,-0.004910217346720429
2011-05-18,49.810001373291016,50.220001220703125,48.45000076293945,49.13999938964844,979900,0,0,CMPR,Miscellaneous,Publishing,-0.013451153687416777,0.00541164075090467,-0.008340876011151145
2011-05-19,49.380001068115234,50.459999084472656,49.13999938964844,50.11000061035156,352300,0,0,CMPR,Miscellaneous,Publishing,0.014783303492224715,0.005953095324064405,0.003846308425627413
2011-05-20,49.810001373291016,50.09999847412109,49.040000915527344,49.34999847412109,227600,0,0,CMPR,Miscellaneous,Publishing,-0.009235151304705454,-0.0053971982918275575,-0.005345584471171157
2011-05-23,48.09999847412109,48.68000030517578,47.75,48.08000183105469,446800,0,0,CMPR,Miscellaneous,Publishing,-0.00041573063826930894,-0.0032735197581378063,-0.0022691386064394065
2011-05-24,48.2400016784668,48.720001220703125,47.58000183105469,48.0,281000,0,0,CMPR,Miscellaneous,Publishing,-0.004975158999091163,-0.013040184675051272,-0.0003787324208421381
2011-05-25,47.7400016784668,48.06999969482422,47.22999954223633,47.93000030517578,369700,0,0,CMPR,Miscellaneous,Publishing,0.003979862170693713,-0.0016904760418638839,0.006729513181509275
2011-05-26,47.90999984741211,48.68000030517578,47.79999923706055,48.59999847412109,175500,0,0,CMPR,Miscellaneous,Publishing,0.014401975138938516,0.013582438401622848,0.015093001818443651
2011-05-27,48.63999938964844,49.31999969482422,48.380001068115234,48.709999084472656,396300,0,0,CMPR,Miscellaneous,Publishing,0.001439138480727779,0.005194025317114334,0.00119356742250565
2011-05-31,49.13999938964844,49.43000030517578,48.18000030517578,49.18000030517578,464000,0,0,CMPR,Miscellaneous,Publishing,0.0008140194551115547,0.001755074253384509,-0.00349410653532336
2011-06-01,48.869998931884766,49.2400016784668,47.91999816894531,48.150001525878906,493000,0,0,CMPR,Miscellaneous,Publishing,-0.014732912251735368,-0.018712880277568466,-0.01893287718905652
2011-06-02,48.25,49.13999938964844,48.09999847412109,48.59000015258789,325700,0,0,CMPR,Miscellaneous,Publishing,0.007046635286795661,0.0011015397858625238,0.005134313882318799
2011-06-03,48.040000915527344,49.130001068115234,47.91999816894531,48.18999862670898,609500,0,0,CMPR,Miscellaneous,Publishing,0.003122350298148136,0.0004354268657085097,0.0022738512966675164
2011-06-06,48.09000015258789,48.43000030517578,47.380001068115234,47.56999969482422,328400,0,0,CMPR,Miscellaneous,Publishing,-0.010813068332579093,-0.010932605220181309,-0.0064391421943459206
